menu_fd_Code,menu_fd_Nm,menu_upper_Fd_Group_Nm,menu_fd_Group_Nm,menu_fd_Wgh,ingredient_fd_Code,ingredient_food_Code,ingredient_food_Nm,ingredient_fd_Eng_Nm,ingredient_nation_Std_Food_Grupp_Code_Nm,ingredient_origin_Code_Nm,ingredient_food_Wgh,ingredient_allrgy_Info,ingredient_onslf_Std_Food_Grupp_Nm,ingredient_amplt_Cl_Nm
D012059,기장 영양밥,,,210.00,D012059,F01148,"파, 쪽파, 생것","Welsh onion, Shallot, Raw",채소류,농진청,2.00,null,null,null
D012059,기장 영양밥,,,210.00,D012059,F03640,생수,"Water, Bottled",음료류,농진청,10.00,null,null,null
D012060,대추영양밥,,,289.00,D012060,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,40.00,null,null,null
D012060,대추영양밥,,,289.00,D012060,F00280,"찹쌀, 백미, 생것","Rice(Ssal), Glutinous, White, Raw",곡류 및 그 제품,농진청,40.00,null,null,null
D012060,대추영양밥,,,289.00,D012060,F03640,생수,"Water, Bottled",음료류,농진청,105.00,null,null,null
D012060,대추영양밥,,,289.00,D012060,F01319,"대추, 생것","Jujube(Daechu), Raw",과일류,농진청,30.00,null,null,null
D012060,대추영양밥,,,289.00,D012060,F01179,"호박, 단호박, 생것","Pumpkin, Kabocha squash, Raw",채소류,농진청,30.00,null,null,null
D012060,대추영양밥,,,289.00,D012060,F01276,"표고버섯, 참나무재배, 생것","Oak mushroom(Pyogo-beoseot), On tree logs, Raw",버섯류,농진청,15.00,null,null,null
D012060,대추영양밥,,,289.00,D012060,F00541,"은행, 생것","Ginkgo nut(Eunhaeng), Raw",견과 및 종실류,농진청,5.00,null,null,null
D012060,대추영양밥,,,289.00,D012060,F00569,"호박씨, 말린것","Pumpkin seed(Hobakssi), Dried",견과 및 종실류,농진청,3.00,null,null,null
D012060,대추영양밥,,,289.00,D012060,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,0.50,null,null,null
D012060,대추영양밥,,,289.00,D012060,F00868,"부추, 재래종, 생것","Chinese chive, Native, Raw",채소류,농진청,8.00,null,null,null
D012060,대추영양밥,,,289.00,D012060,F02838,고춧가루,"Red pepper, Powder",조미료류,농진청,1.00,null,null,null
D012060,대추영양밥,,,289.00,D012060,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,6.00,대두(콩),null,null
D012060,대추영양밥,,,289.00,D012060,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,3.00,null,null,null
D012060,대추영양밥,,,289.00,D012060,F02688,들기름,Perilla seed oil,유지류,농진청,2.00,null,null,null
D012060,대추영양밥,,,289.00,D012060,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,0.50,null,null,null
D012061,상추쌈보리밥,,,270.00,D012061,F00215,"보리, 쌀보리, 도정, 생것","Barley(Bori), Naked, Polished, Raw",곡류 및 그 제품,농진청,40.00,null,null,null
D012061,상추쌈보리밥,,,270.00,D012061,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,30.00,null,null,null
D012061,상추쌈보리밥,,,270.00,D012061,F00276,"조, 메조, 도정, 생것","Millet(Jo), Polished, Raw",곡류 및 그 제품,농진청,10.00,null,null,null
D012061,상추쌈보리밥,,,270.00,D012061,F03640,생수,"Water, Bottled",음료류,농진청,120.00,null,null,null
D012061,상추쌈보리밥,,,270.00,D012061,F00917,"상추, 잎상추, 치마상추, 녹색, 생것","Lettuce(Sangchu), Leaf type, Cheongchima, Green, Raw",채소류,농진청,30.00,null,null,null
D012061,상추쌈보리밥,,,270.00,D012061,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,15.00,null,null,null
D012061,상추쌈보리밥,,,270.00,D012061,F02892,쌈장,"Ssamjang, Mixed soybean paste with red pepper paste",조미료류,농진청,25.00,대두(콩),null,null
D012062,영양찰밥 품은 팥,,,170.50,D012062,F03158,"팥, 적색, 말린것","Adzuki bean(Pat), Red, Dried",두류,농진청,40.00,null,null,null
D012062,영양찰밥 품은 팥,,,170.50,D012062,F00228,"수수, 찰수수, 도정, 생것","Sorghum(Susu), Glutinous, Polished, Raw",곡류 및 그 제품,농진청,20.00,null,null,null
D012062,영양찰밥 품은 팥,,,170.50,D012062,F03640,생수,"Water, Bottled",음료류,농진청,90.00,null,null,null
D012062,영양찰밥 품은 팥,,,170.50,D012062,F00279,"찹쌀, 백미, 가루","Rice(Ssal), Glutinous, White, Powder",곡류 및 그 제품,농진청,10.00,null,null,null
D012062,영양찰밥 품은 팥,,,170.50,D012062,F00394,"설탕, 백설탕","Sugar, White",당류,농진청,10.00,null,null,null
D012062,영양찰밥 품은 팥,,,170.50,D012062,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,0.50,null,null,null
D012063,오곡밥,,,194.00,D012063,F00280,"찹쌀, 백미, 생것","Rice(Ssal), Glutinous, White, Raw",곡류 및 그 제품,농진청,30.00,null,null,null
D012063,오곡밥,,,194.00,D012063,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,15.00,null,null,null
D012063,오곡밥,,,194.00,D012063,F00482,"팥, 적색, 말린것","Adzuki bean(Pat), Red, Dried",두류,농진청,10.00,null,null,null
D012063,오곡밥,,,194.00,D012063,F00452,"밤콩, 갈색, 말린것","Soybean, Brown, Dried",두류,null,10.00,대두(콩),null,null
D012063,오곡밥,,,194.00,D012063,F00228,"수수, 찰수수, 도정, 생것","Sorghum(Susu), Glutinous, Polished, Raw",곡류 및 그 제품,농진청,10.00,null,null,null
D012063,오곡밥,,,194.00,D012063,F00278,"조, 차조, 도정, 생것","Millet(Jo), Glutinous, Polished, Raw",곡류 및 그 제품,농진청,8.00,null,null,null
D012063,오곡밥,,,194.00,D012063,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,1.00,null,null,null
D012063,오곡밥,,,194.00,D012063,F03640,생수,"Water, Bottled",음료류,농진청,110.00,null,null,null
D012064,오곡연잎밥,,,207.70,D012064,F00280,"찹쌀, 백미, 생것","Rice(Ssal), Glutinous, White, Raw",곡류 및 그 제품,농진청,15.00,null,null,null
D012064,오곡연잎밥,,,207.70,D012064,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,15.00,null,null,null
D012064,오곡연잎밥,,,207.70,D012064,F00460,"대두, 검은색, 서리태, 말린것","Soybean, Black, Seoritae, Dried",두류,농진청,10.00,대두(콩),null,null
D012064,오곡연잎밥,,,207.70,D012064,F00482,"팥, 적색, 말린것","Adzuki bean(Pat), Red, Dried",두류,농진청,15.00,null,null,null
D012064,오곡연잎밥,,,207.70,D012064,F00227,"수수, 도정, 생것","Sorghum(Susu), Polished, Raw",곡류 및 그 제품,농진청,12.00,null,null,null
D012064,오곡연잎밥,,,207.70,D012064,F00278,"조, 차조, 도정, 생것","Millet(Jo), Glutinous, Polished, Raw",곡류 및 그 제품,농진청,10.00,null,null,null
D012064,오곡연잎밥,,,207.70,D012064,F03640,생수,"Water, Bottled",음료류,농진청,110.00,null,null,null
D012064,오곡연잎밥,,,207.70,D012064,F03015,연잎밥,"Yeonipbap, Cooked rice with lotus leaf",조리가공식품류,농진청,0.00,null,null,null
D012064,오곡연잎밥,,,207.70,D012064,F00511,"밤, 생것","Chestnut(Bam), Raw",견과 및 종실류,농진청,20.00,null,null,null
D012064,오곡연잎밥,,,207.70,D012064,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,0.70,null,null,null
D012065,옥수수영양밥,,,262.80,D012065,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,60.00,null,null,null
D012065,옥수수영양밥,,,262.80,D012065,F03640,생수,"Water, Bottled",음료류,농진청,80.00,null,null,null
D012065,옥수수영양밥,,,262.80,D012065,F00702,"당근, 뿌리, 생것","Carrot(Danggeun), Root, Raw",채소류,농진청,10.00,null,null,null
D012065,옥수수영양밥,,,262.80,D012065,F01045,"우엉, 생것","Burdock(Ueong), Raw",채소류,농진청,20.00,null,null,null
D012065,옥수수영양밥,,,262.80,D012065,F01276,"표고버섯, 참나무재배, 생것","Oak mushroom(Pyogo-beoseot), On tree logs, Raw",버섯류,농진청,15.00,null,null,null
D012065,옥수수영양밥,,,262.80,D012065,F00239,"옥수수, 단옥수수, 생것","Corn(Oksusu), Sweet, Raw",곡류 및 그 제품,농진청,50.00,null,null,null
D012065,옥수수영양밥,,,262.80,D012065,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D012065,옥수수영양밥,,,262.80,D012065,F00442,"완두, 생것","Pea(Wandu), Raw",두류,농진청,20.00,null,null,null
D012065,옥수수영양밥,,,262.80,D012065,F02710,참기름,Sesame oil,유지류,농진청,3.00,null,null,null
D012065,옥수수영양밥,,,262.80,D012065,F02858,맛술,"Cooking alcohol, Matsul",조미료류,농진청,3.00,null,null,null
D012065,옥수수영양밥,,,262.80,D012065,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,0.80,null,null,null
D012066,강낭콩밥,,,100.00,D012066,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,90.00,null,null,null
D012066,강낭콩밥,,,100.00,D012066,F00423,"강낭콩, 생것","Kidney bean(Gangnangkong), Raw",두류,농진청,10.00,null,null,null
D012067,꽁보리밥,,,80.00,D012067,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,60.00,null,null,null
D012067,꽁보리밥,,,80.00,D012067,F00224,"보리, 겉보리, 늘보리, 도정, 생것","Barley(Bori), Covered, Tetrastichum, Polished, Raw",곡류 및 그 제품,농진청,20.00,null,null,null
D012068,늘보리밥,,,90.00,D012068,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,80.00,null,null,null
D012068,늘보리밥,,,90.00,D012068,F00224,"보리, 겉보리, 늘보리, 도정, 생것","Barley(Bori), Covered, Tetrastichum, Polished, Raw",곡류 및 그 제품,농진청,10.00,null,null,null
D012069,동부콩밥,,,100.00,D012069,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,90.00,null,null,null
D012069,동부콩밥,,,100.00,D012069,F00432,"동부, 생것","Cowpea(Dongbu), Raw",두류,농진청,10.00,null,null,null
D012070,렌틸콩밥,,,90.00,D012070,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,80.00,null,null,null
D012070,렌틸콩밥,,,90.00,D012070,F00440,"렌즈콩(렌틸콩), 갈색, 말린것","Lentil, Brown, Dried",두류,농진청,5.00,null,null,null
D012070,렌틸콩밥,,,90.00,D012070,F00281,"찹쌀, 현미, 생것","Rice(Ssal), Glutinous, Brown, Raw",곡류 및 그 제품,농진청,5.00,null,null,null
D012071,모듬콩밥,,,65.00,D012071,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,55.00,null,null,null
D012071,모듬콩밥,,,65.00,D012071,F00442,"완두, 생것","Pea(Wandu), Raw",두류,농진청,5.00,null,null,null
D012071,모듬콩밥,,,65.00,D012071,F00466,"대두, 검은색, 흑태, 말린것","Soybean, Black, Heuktae, Dried",두류,농진청,5.00,대두(콩),null,null
D012072,서리태밥,,,102.00,D012072,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,90.00,null,null,null
D012072,서리태밥,,,102.00,D012072,F00280,"찹쌀, 백미, 생것","Rice(Ssal), Glutinous, White, Raw",곡류 및 그 제품,농진청,10.00,null,null,null
D012072,서리태밥,,,102.00,D012072,F00460,"대두, 검은색, 서리태, 말린것","Soybean, Black, Seoritae, Dried",두류,농진청,2.00,대두(콩),null,null
D012073,오곡찰밥,,,129.10,D012073,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,90.00,null,null,null
D012073,오곡찰밥,,,129.10,D012073,F00280,"찹쌀, 백미, 생것","Rice(Ssal), Glutinous, White, Raw",곡류 및 그 제품,농진청,20.00,null,null,null
D012073,오곡찰밥,,,129.10,D012073,F00480,"팥, 검은색, 말린것","Adzuki bean(Pat), Black, Dried",두류,농진청,10.00,null,null,null
D012073,오곡찰밥,,,129.10,D012073,F00278,"조, 차조, 도정, 생것","Millet(Jo), Glutinous, Polished, Raw",곡류 및 그 제품,농진청,3.00,null,null,null
D012073,오곡찰밥,,,129.10,D012073,F00227,"수수, 도정, 생것","Sorghum(Susu), Polished, Raw",곡류 및 그 제품,농진청,3.00,null,null,null
D012073,오곡찰밥,,,129.10,D012073,F00004,"기장, 도정, 생것","Proso millet(Gijang), Polished, Raw",곡류 및 그 제품,농진청,3.00,null,null,null
D012073,오곡찰밥,,,129.10,D012073,F02878,"소금, 천일염, 소금꽃","Salt(Sogeum), Sun-dried salt, Flower salt",조미료류,농진청,0.10,null,null,null
D012074,찰보리밥,,,80.00,D012074,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,70.00,null,null,null
D012074,찰보리밥,,,80.00,D012074,F00223,"보리, 쌀보리, 찰보리, 도정, 생것","Barley(Bori), Naked, Glutinous, Polished, Raw",곡류 및 그 제품,농진청,10.00,null,null,null
D012075,찰현미밥,,,100.00,D012075,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,90.00,null,null,null
D012075,찰현미밥,,,100.00,D012075,F00281,"찹쌀, 현미, 생것","Rice(Ssal), Glutinous, Brown, Raw",곡류 및 그 제품,농진청,10.00,null,null,null
D012076,귀리수수밥,,,96.00,D012076,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,90.00,null,null,null
D012076,귀리수수밥,,,96.00,D012076,F00227,"수수, 도정, 생것","Sorghum(Susu), Polished, Raw",곡류 및 그 제품,농진청,3.00,null,null,null
D012076,귀리수수밥,,,96.00,D012076,F00002,"귀리, 쌀귀리, 도정, 생것","Oat(Gwiri), Naked, Polished, Raw",곡류 및 그 제품,농진청,3.00,null,null,null
D012077,귀리차조밥,,,96.00,D012077,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,90.00,null,null,null
D012077,귀리차조밥,,,96.00,D012077,F00278,"조, 차조, 도정, 생것","Millet(Jo), Glutinous, Polished, Raw",곡류 및 그 제품,농진청,3.00,null,null,null
D012077,귀리차조밥,,,96.00,D012077,F00002,"귀리, 쌀귀리, 도정, 생것","Oat(Gwiri), Naked, Polished, Raw",곡류 및 그 제품,농진청,3.00,null,null,null
D012078,귀리현미밥,,,88.00,D012078,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,80.00,null,null,null
D012078,귀리현미밥,,,88.00,D012078,F00281,"찹쌀, 현미, 생것","Rice(Ssal), Glutinous, Brown, Raw",곡류 및 그 제품,농진청,5.00,null,null,null
D012078,귀리현미밥,,,88.00,D012078,F00002,"귀리, 쌀귀리, 도정, 생것","Oat(Gwiri), Naked, Polished, Raw",곡류 및 그 제품,농진청,3.00,null,null,null
D012079,기장보리밥,,,98.00,D012079,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,90.00,null,null,null
D012079,기장보리밥,,,98.00,D012079,F03269,"보리, 겉보리, 도정, 생것","Barley(Bori), Covered, Polished, Raw",곡류 및 그 제품,농진청,5.00,null,null,null
D012079,기장보리밥,,,98.00,D012079,F00004,"기장, 도정, 생것","Proso millet(Gijang), Polished, Raw",곡류 및 그 제품,농진청,3.00,null,null,null
D012080,기장현미밥,,,98.00,D012080,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,90.00,null,null,null
D012080,기장현미밥,,,98.00,D012080,F00281,"찹쌀, 현미, 생것","Rice(Ssal), Glutinous, Brown, Raw",곡류 및 그 제품,농진청,5.00,null,null,null
D012080,기장현미밥,,,98.00,D012080,F00004,"기장, 도정, 생것","Proso millet(Gijang), Polished, Raw",곡류 및 그 제품,농진청,3.00,null,null,null
D012081,대추밤찰밥,,,130.00,D012081,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,80.00,null,null,null
D012081,대추밤찰밥,,,130.00,D012081,F00511,"밤, 생것","Chestnut(Bam), Raw",견과 및 종실류,농진청,20.00,null,null,null
D012081,대추밤찰밥,,,130.00,D012081,F00280,"찹쌀, 백미, 생것","Rice(Ssal), Glutinous, White, Raw",곡류 및 그 제품,농진청,15.00,null,null,null
D012081,대추밤찰밥,,,130.00,D012081,F00480,"팥, 검은색, 말린것","Adzuki bean(Pat), Black, Dried",두류,농진청,10.00,null,null,null
D012081,대추밤찰밥,,,130.00,D012081,F01320,"대추, 말린것","Jujube(Daechu), Dried",과일류,농진청,5.00,null,null,null
D012082,더덕영양밥,,,124.00,D012082,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,75.00,null,null,null
D012082,더덕영양밥,,,124.00,D012082,F00706,"더덕, 뿌리, 생것","Bonnet bellflower(Deodeok), Root, Raw",채소류,농진청,30.00,null,null,null
D012082,더덕영양밥,,,124.00,D012082,F01271,"표고버섯, 배지재배, 생것","Oak mushroom(Pyogo-beoseot), On the growing medium, Raw",버섯류,농진청,10.00,null,null,null
D012082,더덕영양밥,,,124.00,D012082,F00541,"은행, 생것","Ginkgo nut(Eunhaeng), Raw",견과 및 종실류,농진청,8.00,null,null,null
D012082,더덕영양밥,,,124.00,D012082,F02878,"소금, 천일염, 소금꽃","Salt(Sogeum), Sun-dried salt, Flower salt",조미료류,농진청,1.00,null,null,null
D012083,병아리콩밥,,,90.00,D012083,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,80.00,null,null,null
D012083,병아리콩밥,,,90.00,D012083,F00441,"병아리콩, 말린것","Chick pea, Dried",두류,농진청,10.00,null,null,null
D012084,보리현미밥,,,110.00,D012084,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,100.00,null,null,null
D012084,보리현미밥,,,110.00,D012084,F00215,"보리, 쌀보리, 도정, 생것","Barley(Bori), Naked, Polished, Raw",곡류 및 그 제품,농진청,5.00,null,null,null
D012084,보리현미밥,,,110.00,D012084,F03214,"멥쌀, 현미, 생것","Rice(Ssal), Brown, Raw",곡류 및 그 제품,대푯값,5.00,null,null,null
D012085,수수현미밥,,,93.00,D012085,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,85.00,null,null,null
D012085,수수현미밥,,,93.00,D012085,F00281,"찹쌀, 현미, 생것","Rice(Ssal), Glutinous, Brown, Raw",곡류 및 그 제품,농진청,5.00,null,null,null
D012085,수수현미밥,,,93.00,D012085,F00227,"수수, 도정, 생것","Sorghum(Susu), Polished, Raw",곡류 및 그 제품,농진청,3.00,null,null,null
D012086,옥수수콩밥,,,95.00,D012086,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,80.00,null,null,null
D012086,옥수수콩밥,,,95.00,D012086,F00259,"옥수수, 찰옥수수, 생것","Corn(Oksusu), Glutinous, Raw",곡류 및 그 제품,농진청,10.00,null,null,null
D012086,옥수수콩밥,,,95.00,D012086,F00460,"대두, 검은색, 서리태, 말린것","Soybean, Black, Seoritae, Dried",두류,농진청,5.00,대두(콩),null,null
D012087,차조기장밥,,,106.00,D012087,F00017,"멥쌀, 백미, 생것","Rice(Ssal), White, Raw",곡류 및 그 제품,대푯값,100.00,null,null,null
